date,uboat,commander,ship_name,tonnage,nationality,convoy,coordinates
14 Jun 1941,U-751,Gerhard Bigalk,St. Lindsay,"5,370",br,OG-64,"[('47.85', '-38.42')]"
17 Jun 1941,U-43,Wolfgang Lüth,Cathrine,"2,727",br,SL-76,
18 Jun 1941,U-552,Erich Topp,Norfolk,"10,948",br,-,"[('8.60', '-59.33')]"
20 Jun 1941,U-123,Reinhard Hardegen,Ganda,"4,333",pt,-,"[('34.17', '-11.67')]"
22 Jun 1941,U-141,Philipp Schüler,Calabria,"1,277",sw,SL-76,
22 Jun 1941,U-77,Heinrich Schonder,Arakaka,"2,379",br,-,"[('47.00', '-41.67')]"
23 Jun 1941,U-144,Gert von Mittelstaedt,M-78,206,sj,-,"[('57.47', '21.28')]"
24 Jun 1941,U-203,Rolf Mützelburg,Kinross,"4,956",br,OB-336,"[('55.38', '-38.82')]"
24 Jun 1941,U-203,Rolf Mützelburg,Soløy,"4,402",nw,HX-133,"[('54.65', '-39.72')]"
24 Jun 1941,U-371,Heinrich Driver,Vigrid,"4,765",nw,HX-133,"[('54.50', '-41.50')]"
24 Jun 1941,U-651,Peter Lohmeyer,Brockley Hill,"5,297",br,HX-133,"[('58.50', '-38.33')]"
25 Jun 1941,U-108,Klaus Scholtz,Ellinico,"3,059",gr,OG-65,"[('51.00', '-41.00')]"
25 Jun 1941,U-108,Klaus Scholtz,Nicolas Pateras,"4,362",gr,OB-336,"[('55.00', '-38.00')]"
25 Jun 1941,U-75,Helmuth Ringelmann,Schie,"1,967",nl,OB-336,"[('53.03', '-42.17')]"
25 Jun 1941,U-77,Heinrich Schonder,Anna Bulgaris,"4,603",gr,-,"[('49.50', '-44.00')]"
27 Jun 1941,U-123,Reinhard Hardegen,Oberon,"1,996",nl,SL-78,"[('25.72', '-22.78')]"
27 Jun 1941,U-123,Reinhard Hardegen,P.L.M. 22,"5,646",br,SL-78,"[('25.72', '-22.78')]"
27 Jun 1941,U-149,Horst Höltring,M-99,206,sj,-,"[('59.33', '21.20')]"
27 Jun 1941,U-564,Reinhard Suhren,Kongsgaard (d.),"9,467",nw,HX-133,
27 Jun 1941,U-564,Reinhard Suhren,Maasdam,"8,812",nl,HX-133,"[('60.00', '-30.58')]"
27 Jun 1941,U-564,Reinhard Suhren,Malaya II,"8,651",br,HX-133,"[('59.93', '-30.58')]"
27 Jun 1941,U-69,Jost Metzler,Empire Ability,"7,603",br,SL-78,"[('23.83', '-21.17')]"
27 Jun 1941,U-69,Jost Metzler,River Lugar,"5,423",br,SL-78,"[('24.00', '-21.00')]"
27 Jun 1941,U-79,Wolfgang Kaufmann,Tibia (d.),"10,356",nl,HX-133,
28 Jun 1941,U-146,Otto Ites,Pluto,"3,496",fi,-,
29 Jun 1941,U-103,Viktor Schütze,Ernani,"6,619",it,-,"[('27.87', '-26.28')]"
29 Jun 1941,U-123,Reinhard Hardegen,Rio Azul,"4,088",br,SL-78,"[('29.00', '-25.00')]"
29 Jun 1941,U-564,Reinhard Suhren,Hekla,"1,215",is,-,"[('58.33', '-43.00')]"
29 Jun 1941,U-651,Peter Lohmeyer,Grayburn,"6,342",br,HX-133,"[('59.50', '-18.12')]"
29 Jun 1941,U-66,Richard Zapp,George J. Goulandris,"4,345",gr,SL-78,"[('29.08', '-25.17')]"
29 Jun 1941,U-66,Richard Zapp,Kalypso Vergotti,"5,686",gr,SL-78,"[('29.00', '-25.00')]"
30 Jun 1941,U-66,Richard Zapp,Saint Anselm,"5,614",br,SL-78,"[('31.00', '-26.00')]"
3 Jul 1941,U-69,Jost Metzler,Robert L. Holt,"2,918",br,OB-337,"[('24.25', '-20.00')]"
4 Jul 1941,U-123,Reinhard Hardegen,Auditor,"5,444",br,OB-337,"[('25.55', '-28.38')]"
5 Jul 1941,U-96,Heinrich Lehmann-Willenbrock,Anselm,"5,954",br,-,"[('44.42', '-28.58')]"
9 Jul 1941,U-98,Robert Gysae,Designer,"5,945",br,OB-341,"[('42.98', '-31.67')]"
9 Jul 1941,U-98,Robert Gysae,Inverness,"4,897",br,OB-341,"[('42.77', '-32.75')]"
19 Jul 1941,U-66,Richard Zapp,Holmside,"3,433",br,OG-67,"[('19.00', '-21.50')]"
20 Jul 1941,U-126,Ernst Bauer,Canadian Star (d.),"8,293",br,-,
20 Jul 1941,U-95,Gerd Schreiber,Palma (d.),"5,419",br,-,
21 Jul 1941,U-140,Hans-Jürgen Hellriegel,M-94,206,sj,-,"[('58.85', '22.03')]"
26 Jul 1941,U-141,Philipp Schüler,Atlantic City (d.),"5,133",br,OS-1,
26 Jul 1941,U-141,Philipp Schüler,Botwey,"5,106",br,OS-1,"[('55.70', '-9.88')]"
27 Jul 1941,U-126,Ernst Bauer,Erato,"1,335",br,OG-69,"[('43.17', '-17.50')]"
27 Jul 1941,U-126,Ernst Bauer,Inga I,"1,304",nw,OG-69,"[('43.17', '-17.50')]"
27 Jul 1941,U-203,Rolf Mützelburg,Hawkinge,"2,475",br,OG-69,"[('44.92', '-17.73')]"
27 Jul 1941,U-79,Wolfgang Kaufmann,Kellwyn,"1,459",br,OG-69,"[('43.00', '-17.00')]"
28 Jul 1941,U-203,Rolf Mützelburg,Lapland,"1,330",br,OG-69,"[('40.60', '-15.50')]"
28 Jul 1941,U-203,Rolf Mützelburg,Norita,"1,516",sw,OG-69,"[('40.17', '-15.50')]"
28 Jul 1941,U-561,Robert Bartels,Wrotham,"1,884",br,OG-69,"[('43.00', '-17.00')]"
30 Jul 1941,U-371,Heinrich Driver,Shahristan,"6,935",br,OS-1,"[('35.32', '-23.88')]"
30 Jul 1941,U-371,Heinrich Driver,Sitoebondo,"7,049",nl,OS-1,"[('35.32', '-23.88')]"
5 Aug 1941,U-372,Heinz-Joachim Neumann,Belgravian,"3,136",br,SL-81,"[('53.05', '-15.90')]"
5 Aug 1941,U-372,Heinz-Joachim Neumann,Swiftpool,"5,205",br,SL-81,"[('53.05', '-16.00')]"
5 Aug 1941,U-74,Eitel-Friedrich Kentrat,Kumasian,"4,922",br,SL-81,"[('53.43', '-15.67')]"
5 Aug 1941,U-75,Helmuth Ringelmann,Cape Rodney,"4,512",br,SL-81,"[('53.43', '-15.67')]"
5 Aug 1941,U-75,Helmuth Ringelmann,Harlingen,"5,415",br,SL-81,"[('53.43', '-15.67')]"
6 Aug 1941,U-652,Georg-Werner Fraatz,PS-70,558,sj,-,"[('69.30', '35.00')]"
9 Aug 1941,U-206,Herbert Opitz,Ocean Victor,202,br,-,"[('62.55', '-14.12')]"
10 Aug 1941,U-451,Eberhard Hoffmann,Zhemchug (No 27),550,sj,-,"[('68.65', '42.12')]"
12 Aug 1941,U-568,Joachim Preuss,HMS Picotee (K 63),925,br,ON-4,"[('62.00', '-16.02')]"
14 Aug 1941,U-126,Ernst Bauer,Sud,"2,589",yu,HG-70,"[('41.00', '-17.68')]"
18 Aug 1941,U-38,Heinrich Schuch,Longtaker,"1,700",pa,-,"[('61.43', '-30.83')]"
19 Aug 1941,U-201,Adalbert Schnee,Aguila,"3,255",br,OG-71,"[('49.38', '-17.93')]"
19 Aug 1941,U-201,Adalbert Schnee,Ciscar,"1,809",br,OG-71,"[('49.17', '-17.67')]"
19 Aug 1941,U-204,Walter Kell,HNoMS Bath (I 17),"1,060",nw,OG-71,"[('49.00', '-17.00')]"
19 Aug 1941,U-559,Hans Heidtmann,Alva,"1,584",br,OG-71,"[('48.80', '-17.77')]"
22 Aug 1941,U-564,Reinhard Suhren,Clonlara,"1,203",ir,OG-71,"[('40.72', '-11.65')]"
22 Aug 1941,U-564,Reinhard Suhren,Empire Oak,484,br,OG-71,"[('40.72', '-11.65')]"
23 Aug 1941,U-143,Harald Gelhaus,Inger,"1,409",nw,-,"[('58.97', '-7.83')]"
23 Aug 1941,U-201,Adalbert Schnee,Aldergrove,"1,974",br,OG-71,"[('40.72', '-11.65')]"
23 Aug 1941,U-201,Adalbert Schnee,Stork,787,br,OG-71,"[('40.72', '-11.65')]"
23 Aug 1941,U-552,Erich Topp,Spind,"2,129",nw,OG-71,"[('40.72', '-11.65')]"
23 Aug 1941,U-564,Reinhard Suhren,HMS Zinnia (K 98),900,br,OG-71,"[('40.42', '-10.67')]"
25 Aug 1941,U-752,Karl-Ernst Schroeter,T-898 (No 44),553,sj,-,"[('68.33', '39.00')]"
26 Aug 1941,U-571,Helmut Möhlmann,Marija Uljanova (t.),"3,870",sj,-,
26 Aug 1941,U-652,Georg-Werner Fraatz,HMS Southern Prince (M 47) (d.),"10,917",br,-,
27 Aug 1941,U-202,Hans-Heinz Linder,Ladylove,230,br,-,"[('62.50', '-15.50')]"
27 Aug 1941,U-557,Ottokar Arnold Paulssen,Embassage,"4,954",br,OS-4,"[('54.00', '-13.00')]"
27 Aug 1941,U-557,Ottokar Arnold Paulssen,Saugor,"6,303",br,OS-4,"[('53.60', '-16.67')]"
27 Aug 1941,U-557,Ottokar Arnold Paulssen,Segundo,"4,414",nw,OS-4,"[('53.60', '-16.67')]"
27 Aug 1941,U-557,Ottokar Arnold Paulssen,Tremoda,"4,736",br,OS-4,"[('53.60', '-18.67')]"
27 Aug 1941,U-752,Karl-Ernst Schroeter,RT-8 Seld´,608,sj,-,"[('68.50', '43.00')]"
28 Aug 1941,U-558,Günther Krech,Otaio,"10,298",br,OS-4,"[('52.27', '-17.83')]"
5 Sep 1941,U-141,Philipp Schüler,Jarlinn,190,is,-,"[('59.05', '-11.20')]"
5 Sep 1941,U-501,Hugo Förster,Einvik,"2,000",nw,SC-41,"[('60.63', '-31.30')]"
6 Sep 1941,U-141,Philipp Schüler,King Erik,228,br,-,"[('61.00', '-10.83')]"
6 Sep 1941,U-95,Gerd Schreiber,Trinidad,434,pa,-,"[('46.10', '-17.07')]"
9 Sep 1941,U-81,Friedrich Guggenberger,Empire Springbuck,"5,591",br,SC-42,"[('61.63', '-40.67')]"
10 Sep 1941,U-111,Wilhelm Kleinschmidt,Marken,"5,719",nl,-,"[('1.60', '-36.92')]"
10 Sep 1941,U-432,Heinz-Otto Schultze,Muneric,"5,229",br,SC-42,"[('61.63', '-40.67')]"
10 Sep 1941,U-432,Heinz-Otto Schultze,Stargard,"1,113",nw,SC-42,"[('61.50', '-40.50')]"
10 Sep 1941,U-432,Heinz-Otto Schultze,Winterswijk,"3,205",nl,SC-42,"[('61.63', '-40.67')]"
10 Sep 1941,U-652,Georg-Werner Fraatz,Baron Pentland (d.),"3,410",br,SC-42,
10 Sep 1941,U-652,Georg-Werner Fraatz,Tahchee (d.),"6,508",br,SC-42,
10 Sep 1941,U-81,Friedrich Guggenberger,Sally Mærsk,"3,252",br,SC-42,"[('61.67', '-40.50')]"
10 Sep 1941,U-82,Siegfried Rollmann,Empire Hudson,"7,465",br,SC-42,"[('61.47', '-40.85')]"
10 Sep 1941,U-85,Eberhard Greger,Thistleglen,"4,748",br,SC-42,"[('61.98', '-39.77')]"
11 Sep 1941,U-105,Georg Schewe,Montana,"1,549",pa,-,"[('63.67', '-35.83')]"
11 Sep 1941,U-202,Hans-Heinz Linder,Scania,"1,999",sw,SC-42,"[('1.60', '-32.37')]"
11 Sep 1941,U-207,Fritz Meyer,Berury,"4,924",br,SC-42,"[('62.67', '-38.83')]"
11 Sep 1941,U-207,Fritz Meyer,Stonepool,"4,803",br,SC-42,"[('63.08', '-37.83')]"
11 Sep 1941,U-432,Heinz-Otto Schultze,Garm,"1,231",sw,SC-42,"[('63.03', '-37.85')]"
11 Sep 1941,U-433,Hans Ey,Bestum (d.),"2,215",nw,SC-42,
11 Sep 1941,U-82,Siegfried Rollmann,Bulysses,"7,519",br,SC-42,"[('62.67', '-38.83')]"
11 Sep 1941,U-82,Siegfried Rollmann,Empire Crossbill,"5,463",br,SC-42,"[('63.23', '-37.20')]"
11 Sep 1941,U-82,Siegfried Rollmann,Gypsum Queen,"3,915",br,SC-42,"[('63.08', '-37.83')]"
11 Sep 1941,U-82,Siegfried Rollmann,Scania (d.),"1,999",sw,SC-42,
15 Sep 1941,U-94,Otto Ites,Empire Eland,"5,613",br,ON-14,"[('54.15', '-29.92')]"
15 Sep 1941,U-94,Otto Ites,Newbury,"5,102",br,ON-14,"[('54.65', '-28.07')]"
15 Sep 1941,U-94,Otto Ites,Pegasus,"5,762",gr,ON-14,"[('-28.08', '37.67')]"
16 Sep 1941,U-98,Robert Gysae,Jedmoor,"4,392",br,SC-42,"[('59.00', '-10.00')]"
19 Sep 1941,U-372,Heinz-Joachim Neumann,Baron Pentland,"3,410",br,SC-42,"[('58.25', '-40.60')]"
19 Sep 1941,U-74,Eitel-Friedrich Kentrat,HMCS Levis (K 115),925,ca,SC-44,"[('60.12', '-38.62')]"
20 Sep 1941,U-111,Wilhelm Kleinschmidt,Cingalese Prince,"8,474",br,-,"[('-2.00', '-25.50')]"
20 Sep 1941,U-124,Johann Mohr,Baltallinn,"1,303",br,OG-74,"[('48.12', '-22.12')]"
20 Sep 1941,U-124,Johann Mohr,Empire Moat,"2,922",br,OG-74,"[('48.12', '-22.08')]"
20 Sep 1941,U-552,Erich Topp,Barbro,"6,325",nw,SC-44,"[('61.50', '-35.12')]"
20 Sep 1941,U-552,Erich Topp,Pink Star,"4,150",pa,SC-44,"[('61.60', '-35.12')]"
20 Sep 1941,U-552,Erich Topp,T.J. Williams,"8,212",br,SC-44,"[('61.57', '-35.18')]"
20 Sep 1941,U-74,Eitel-Friedrich Kentrat,Empire Burton,"6,966",br,SC-44,"[('61.57', '-35.08')]"
21 Sep 1941,U-201,Adalbert Schnee,Lissa,"1,511",br,OG-74,"[('47.00', '-22.00')]"
21 Sep 1941,U-201,Adalbert Schnee,Rhineland,"1,381",br,OG-74,"[('47.00', '-22.00')]"
21 Sep 1941,U-201,Adalbert Schnee,Runa,"1,575",br,OG-74,"[('46.33', '-22.38')]"
22 Sep 1941,U-103,Werner Winter,Edward Blyden,"5,003",br,SL-87,"[('27.60', '-24.48')]"
22 Sep 1941,U-103,Werner Winter,Niceto de Larrinaga,"5,591",br,SL-87,"[('27.53', '-24.43')]"
22 Sep 1941,U-562,Horst Hamm,Erna III,"1,590",br,ON-16,"[('61.75', '-35.25')]"
22 Sep 1941,U-68,Karl-Friedrich Merten,Silverbelle,"5,302",br,SL-87,"[('25.75', '-24.00')]"
24 Sep 1941,U-107,Günter Hessler,Dixcove,"3,790",br,SL-87,"[('31.20', '-23.68')]"
24 Sep 1941,U-107,Günter Hessler,John Holt,"4,975",br,SL-87,"[('3.93', '7.60')]"
24 Sep 1941,U-107,Günter Hessler,Lafian,"4,876",br,SL-87,"[('31.20', '-23.53')]"
24 Sep 1941,U-67,Günther Müller-Stöckheim,St. Clair II,"3,753",br,SL-87,"[('30.42', '-23.58')]"
25 Sep 1941,U-124,Johann Mohr,Empire Stream,"2,922",br,HG-73,"[('46.05', '-24.67')]"
26 Sep 1941,U-103,Werner Winter,Lapwing,"1,348",br,HG-73,"[('47.67', '-23.50')]"
26 Sep 1941,U-124,Johann Mohr,Cortes,"1,374",br,HG-73,"[('47.80', '-23.75')]"
26 Sep 1941,U-124,Johann Mohr,Petrel,"1,354",br,HG-73,"[('47.67', '-23.47')]"
26 Sep 1941,U-124,Johann Mohr,Siremalm,"2,468",nw,HG-73,"[('49.08', '-20.17')]"
26 Sep 1941,U-203,Rolf Mützelburg,Avoceta,"3,442",br,HG-73,"[('47.95', '-24.08')]"
26 Sep 1941,U-203,Rolf Mützelburg,Varangberg,"2,842",nw,HG-73,"[('47.83', '-24.83')]"
26 Sep 1941,U-66,Richard Zapp,I.C. White,"7,052",pa,-,"[('-10.43', '-27.50')]"
27 Sep 1941,U-201,Adalbert Schnee,Cervantes,"1,810",br,HG-73,"[('48.62', '-20.02')]"
27 Sep 1941,U-201,Adalbert Schnee,HMS Springbank,"5,155",br,HG-73,"[('49.15', '-20.17')]"
27 Sep 1941,U-201,Adalbert Schnee,Margareta,"3,103",br,HG-73,
2 Oct 1941,U-431,Wilhelm Dommes,Hatasu,"3,198",br,ON-19,"[('51.55', '-41.58')]"
2 Oct 1941,U-562,Horst Hamm,Empire Wave,"7,463",br,ON-19,"[('59.13', '-32.43')]"
2 Oct 1941,U-575,Günther Heydemann,Tuva,"4,652",nl,ON-19A,"[('54.27', '-26.60')]"
7 Oct 1941,U-502,Jürgen von Rosenstiel,Svend Foyn (d.),"14,795",br,HX-152,
10 Oct 1941,U-126,Ernst Bauer,HMS LCT-102 [Trans.],450,br,OS-7,
10 Oct 1941,U-126,Ernst Bauer,Nailsea Manor,"4,926",br,OS-7,"[('18.75', '-21.30')]"
10 Oct 1941,U-331,Hans-Diedrich Freiherr von Tiesenhausen,HMS TLC-18 (A 18) (d.),372,br,-,
12 Oct 1941,U-75,Helmuth Ringelmann,HMS TLC-2 (A 2),372,br,-,"[('32.13', '24.93')]"
12 Oct 1941,U-75,Helmuth Ringelmann,HMS TLC-7 (A 7),372,br,-,"[('32.13', '24.93')]"
12 Oct 1941,U-83,Hans-Werner Kraus,Corte Real,"2,044",pt,-,"[('38.85', '-11.30')]"
14 Oct 1941,U-204,Walter Kell,Aingeru Guardakoa,97,sp,-,"[('36.33', '-6.25')]"
14 Oct 1941,U-206,Herbert Opitz,HMS Fleur de Lys (K 122),925,br,OG-75,"[('36.00', '-6.50')]"
15 Oct 1941,U-553,Karl Thurmann,Ila,"1,583",nw,SC-48,"[('53.57', '-29.95')]"
15 Oct 1941,U-553,Karl Thurmann,Silvercedar,"4,354",br,SC-48,"[('53.57', '-29.95')]"
15 Oct 1941,U-558,Günther Krech,Vancouver Island,"9,472",ca,-,"[('53.62', '-25.62')]"
16 Oct 1941,U-568,Joachim Preuss,Empire Heron,"6,023",br,SC-48,"[('54.92', '-27.25')]"
17 Oct 1941,U-432,Heinz-Otto Schultze,Barfonn,"9,739",nw,SC-48,"[('56.97', '-25.07')]"
17 Oct 1941,U-432,Heinz-Otto Schultze,Bold Venture,"3,222",pa,SC-48,"[('56.17', '-24.50')]"
17 Oct 1941,U-432,Heinz-Otto Schultze,Evros,"5,283",gr,SC-48,"[('57.00', '-24.50')]"
17 Oct 1941,U-553,Karl Thurmann,HMS Gladiolus (K 34),925,br,SC-48,"[('57.00', '-25.00')]"
17 Oct 1941,U-558,Günther Krech,Erviken,"6,595",nw,SC-48,"[('56.17', '-24.50')]"
17 Oct 1941,U-558,Günther Krech,Rym,"1,369",nw,SC-48,"[('57.02', '-24.33')]"
17 Oct 1941,U-558,Günther Krech,W.C. Teagle,"9,552",br,SC-48,"[('57.00', '-25.00')]"
17 Oct 1941,U-568,Joachim Preuss,USS Kearny (DD 432) (d.),"1,630",am,SC-48,
17 Oct 1941,U-97,Udo Heilmann,Pass of Balmaha,758,br,Cultivate,"[('31.23', '28.83')]"
17 Oct 1941,U-97,Udo Heilmann,Samos,"1,208",gr,Cultivate,"[('31.23', '28.83')]"
18 Oct 1941,U-101,Ernst Mengersen,HMS Broadwater (H 81),"1,190",br,SC-48,"[('57.02', '-19.13')]"
18 Oct 1941,U-132,Ernst Vogelsang,Argun,"3,487",sj,-,"[('67.68', '41.05')]"
18 Oct 1941,U-132,Ernst Vogelsang,SKR-11 (No 70),557,sj,-,"[('67.55', '41.13')]"
19 Oct 1941,U-126,Ernst Bauer,Lehigh,"4,983",am,-,"[('8.43', '-14.62')]"
19 Oct 1941,U-204,Walter Kell,Inverlee,"9,158",br,-,"[('35.60', '-6.37')]"
19 Oct 1941,U-206,Herbert Opitz,Baron Kelvin,"3,081",br,-,"[('35.95', '-5.90')]"
20 Oct 1941,U-126,Ernst Bauer,British Mariner (t.),"6,996",br,-,
21 Oct 1941,U-123,Reinhard Hardegen,HMS Aurania (F 28) (d.),"13,984",br,SL-89,
21 Oct 1941,U-79,Wolfgang Kaufmann,HMS Gnat (T 60) (t.),625,br,-,
21 Oct 1941,U-82,Siegfried Rollmann,Serbino,"4,099",br,SL-89,"[('51.17', '-19.33')]"
21 Oct 1941,U-82,Siegfried Rollmann,Treverbyn,"5,281",br,SL-89,"[('51.00', '-19.00')]"
22 Oct 1941,U-68,Karl-Friedrich Merten,Darkdale,"8,145",br,-,"[('-15.92', '-5.72')]"
24 Oct 1941,U-563,Klaus Heinrich Bargsten,HMS Cossack (G 03),"1,870",br,HG-75,"[('35.93', '-10.07')]"
24 Oct 1941,U-564,Reinhard Suhren,Alhama,"1,352",br,HG-75,"[('35.70', '-10.97')]"
24 Oct 1941,U-564,Reinhard Suhren,Ariosto,"2,176",br,HG-75,"[('36.33', '-10.83')]"
24 Oct 1941,U-564,Reinhard Suhren,Carsbreck,"3,670",br,HG-75,"[('36.33', '-10.83')]"
26 Oct 1941,U-83,Hans-Werner Kraus,HMS Ariguani (F 105) (d.),"6,746",br,HG-75,
28 Oct 1941,U-106,Hermann Rasch,King Malcolm,"5,120",br,SC-50,"[('51.15', '-27.25')]"
28 Oct 1941,U-432,Heinz-Otto Schultze,Ulea,"1,574",br,HG-75,"[('41.28', '-21.67')]"
28 Oct 1941,U-68,Karl-Friedrich Merten,Hazelside,"5,297",br,-,
30 Oct 1941,U-106,Hermann Rasch,USS Salinas (AO 19) (d.),"8,246",am,ON-28,
31 Oct 1941,U-374,Unno von Fischel,Rose Schiaffino,"3,349",br,-,"[('47.95', '-50.58')]"
31 Oct 1941,U-552,Erich Topp,USS Reuben James (DD 245),"1,190",am,HX-156,"[('51.98', '-27.08')]"
31 Oct 1941,U-96,Heinrich Lehmann-Willenbrock,Bennekom,"5,998",nl,OS-10,"[('51.33', '-23.67')]"
2 Nov 1941,U-208,Alfred Schlieper,Larpool,"3,872",br,ON-27,"[('45.75', '-49.75')]"
3 Nov 1941,U-202,Hans-Heinz Linder,Flynderborg,"2,022",br,SC-52,"[('51.35', '-51.75')]"
3 Nov 1941,U-202,Hans-Heinz Linder,Gretavale,"4,586",br,SC-52,"[('51.35', '-51.75')]"
3 Nov 1941,U-203,Rolf Mützelburg,Empire Gemsbuck,"5,626",br,SC-52,"[('52.30', '-53.08')]"
3 Nov 1941,U-203,Rolf Mützelburg,Everoja,"4,830",br,SC-52,"[('52.30', '-53.08')]"
7 Nov 1941,U-74,Eitel-Friedrich Kentrat,Nottingham,"8,532",br,-,"[('53.40', '-31.85')]"
11 Nov 1941,U-561,Robert Bartels,Meridian,"5,592",pa,SC-53,"[('52.83', '-33.33')]"
13 Nov 1941,U-126,Ernst Bauer,Peru,"6,961",br,-,"[('1.50', '-13.33')]"
13 Nov 1941,U-81,Friedrich Guggenberger,HMS Ark Royal (91),"22,600",br,-,"[('36.05', '-4.75')]"
14 Nov 1941,U-561,Robert Bartels,Crusader,"2,939",pa,SC-53,"[('49.50', '-37.25')]"
15 Nov 1941,U-752,Karl-Ernst Schroeter,T-889 (No 34),581,sj,-,"[('67.50', '41.18')]"
24 Nov 1941,U-124,Johann Mohr,HMS Dunedin (D 93),"4,850",br,-,"[('-3.00', '-26.00')]"
25 Nov 1941,U-331,Hans-Diedrich Freiherr von Tiesenhausen,HMS Barham (04),"31,100",br,-,"[('32.57', '26.40')]"
27 Nov 1941,U-559,Hans Heidtmann,HMAS Parramatta (L 44),"1,060",au,-,"[('32.33', '24.58')]"
29 Nov 1941,U-43,Wolfgang Lüth,Thornliebank,"5,569",br,OS-12,"[('41.83', '-29.80')]"
30 Nov 1941,U-43,Wolfgang Lüth,Ashby,"4,868",br,OS-12,"[('36.90', '-29.85')]"
2 Dec 1941,U-557,Ottokar Arnold Paulssen,Fjord,"4,032",nw,-,"[('36.35', '-5.17')]"
2 Dec 1941,U-562,Horst Hamm,Grelhead,"4,274",br,-,"[('35.35', '-3.43')]"
3 Dec 1941,U-124,Johann Mohr,Sagadahoc,"6,275",am,-,"[('-21.83', '-7.83')]"
6 Dec 1941,U-131,Arend Baumann,Scottish Trader,"4,016",br,SC-56,"[('58.00', '-19.50')]"
9 Dec 1941,U-134,Rudolf Schendel,Steinbek,"2,185",dt,-,"[('71.15', '29.42')]"
9 Dec 1941,U-652,Georg-Werner Fraatz,Saint Denis,"1,595",fr,-,"[('38.37', '3.50')]"
10 Dec 1941,U-130,Ernst Kals,Kirnwood,"3,829",br,SC-57,"[('56.95', '-16.58')]"
10 Dec 1941,U-130,Ernst Kals,Kurdistan,"5,844",br,SC-57,"[('56.95', '-16.60')]"
10 Dec 1941,U-130,Ernst Kals,Star of Luxor,"5,298",ag,SC-57,"[('56.95', '-16.58')]"
11 Dec 1941,U-374,Unno von Fischel,HMS Lady Shirley,477,br,-,"[('35.98', '-5.28')]"
11 Dec 1941,U-374,Unno von Fischel,HMS Rosabelle,515,br,-,"[('35.98', '-5.28')]"
13 Dec 1941,U-431,Wilhelm Dommes,Myriel (d.),"3,560",br,-,
13 Dec 1941,U-453,Egon Reiner Freiherr von Schlippenbach,Badalona,"4,202",sp,-,"[('36.72', '-3.50')]"
14 Dec 1941,U-108,Klaus Scholtz,Cassequel,"4,751",pt,-,"[('35.13', '-11.23')]"
15 Dec 1941,U-557,Ottokar Arnold Paulssen,HMS Galatea (71),"5,220",br,-,"[('31.28', '29.22')]"
15 Dec 1941,U-77,Heinrich Schonder,Empire Barracuda,"4,972",br,-,"[('35.50', '-6.28')]"
19 Dec 1941,U-108,Klaus Scholtz,Ruckinge,"2,869",br,HG-76,"[('38.33', '-17.25')]"
19 Dec 1941,U-574,Dietrich Gengelbach,HMS Stanley (I 73),"1,190",br,HG-76,"[('38.20', '-17.38')]"
19 Dec 1941,U-652,Georg-Werner Fraatz,Varlaam Avanesov,"6,557",sj,-,"[('39.45', '26.08')]"
21 Dec 1941,U-567,Engelbert Endrass,Annavore,"3,324",nw,HG-76,"[('43.92', '-19.83')]"
21 Dec 1941,U-573,Heinrich Heinsohn,Hellen,"5,289",nw,-,"[('35.68', '-5.17')]"
21 Dec 1941,U-751,Gerhard Bigalk,HMS Audacity (D 10),"11,000",br,HG-76,"[('43.75', '-19.90')]"
23 Dec 1941,U-559,Hans Heidtmann,Shuntien,"3,059",br,TA-5,"[('32.10', '24.77')]"
24 Dec 1941,U-568,Joachim Preuss,HMS Salvia (K 97),925,br,TA-5,"[('31.77', '28.00')]"
26 Dec 1941,U-559,Hans Heidtmann,Warszawa,"2,487",po,AT-6,"[('32.18', '24.73')]"
28 Dec 1941,U-75,Helmuth Ringelmann,Volo,"1,587",br,ME-8,"[('31.75', '26.80')]"
31 Dec 1941,U-87,Joachim Berger,Cardita,"8,237",br,HX-166,"[('59.30', '-12.83')]"
6 Jan 1942,U-701,Horst Degen,Baron Erskine,"3,657",br,SC-62,"[('57.45', '-32.60')]"
10 Jan 1942,U-584,Joachim Deecke,M-175,206,sj,-,"[('70.15', '32.83')]"
12 Jan 1942,U-123,Reinhard Hardegen,Cyclops,"9,076",br,-,"[('41.85', '-63.80')]"
12 Jan 1942,U-43,Wolfgang Lüth,Yngaren,"5,246",sw,HX-168,"[('57.00', '-26.00')]"
12 Jan 1942,U-77,Heinrich Schonder,HMS Kimberley (F 50) (d.),"1,690",br,-,
13 Jan 1942,U-130,Ernst Kals,Friar Rock,"5,427",pa,SC-64,"[('45.50', '-50.67')]"
13 Jan 1942,U-130,Ernst Kals,Frisco,"1,582",nw,-,"[('44.83', '-60.33')]"
14 Jan 1942,U-123,Reinhard Hardegen,Norness,"9,577",pa,-,"[('40.47', '-70.83')]"
14 Jan 1942,U-43,Wolfgang Lüth,Chepo,"5,707",pa,ON-55,"[('58.50', '-19.67')]"
14 Jan 1942,U-43,Wolfgang Lüth,Empire Surf,"6,641",br,ON-55,"[('58.70', '-19.27')]"
15 Jan 1942,U-123,Reinhard Hardegen,Coimbra,"6,768",br,-,"[('40.42', '-72.35')]"
15 Jan 1942,U-203,Rolf Mützelburg,Catalina,632,pt,-,"[('47.05', '-52.75')]"
