uboat,commander,ship_name,tonnage,nationality,convoy,coordinates,year,month,day
U-103,Werner Winter,Edward Blyden,"5,003",0,218,"[('27.60', '-24.48')]",1941,9,22
U-103,Werner Winter,Niceto de Larrinaga,"5,591",0,218,"[('27.53', '-24.43')]",1941,9,22
U-562,Horst Hamm,Erna III,"1,590",0,219,"[('61.75', '-35.25')]",1941,9,22
U-68,Karl-Friedrich Merten,Silverbelle,"5,302",0,218,"[('25.75', '-24.00')]",1941,9,22
U-107,Günter Hessler,Dixcove,"3,790",0,218,"[('31.20', '-23.68')]",1941,9,24
U-107,Günter Hessler,John Holt,"4,975",0,218,"[('3.93', '7.60')]",1941,9,24
U-107,Günter Hessler,Lafian,"4,876",0,218,"[('31.20', '-23.53')]",1941,9,24
U-67,Günther Müller-Stöckheim,St. Clair II,"3,753",0,218,"[('30.42', '-23.58')]",1941,9,24
U-124,Johann Mohr,Empire Stream,"2,922",0,220,"[('46.05', '-24.67')]",1941,9,25
U-103,Werner Winter,Lapwing,"1,348",0,220,"[('47.67', '-23.50')]",1941,9,26
U-124,Johann Mohr,Cortes,"1,374",0,220,"[('47.80', '-23.75')]",1941,9,26
U-124,Johann Mohr,Petrel,"1,354",0,220,"[('47.67', '-23.47')]",1941,9,26
U-124,Johann Mohr,Siremalm,"2,468",6,220,"[('49.08', '-20.17')]",1941,9,26
U-203,Rolf Mützelburg,Avoceta,"3,442",0,220,"[('47.95', '-24.08')]",1941,9,26
U-203,Rolf Mützelburg,Varangberg,"2,842",6,220,"[('47.83', '-24.83')]",1941,9,26
U-66,Richard Zapp,I.C. White,"7,052",15,0,"[('-10.43', '-27.50')]",1941,9,26
U-201,Adalbert Schnee,Cervantes,"1,810",0,220,"[('48.62', '-20.02')]",1941,9,27
U-201,Adalbert Schnee,HMS Springbank,"5,155",0,220,"[('49.15', '-20.17')]",1941,9,27
U-431,Wilhelm Dommes,Hatasu,"3,198",0,221,"[('51.55', '-41.58')]",1941,10,2
U-562,Horst Hamm,Empire Wave,"7,463",0,221,"[('59.13', '-32.43')]",1941,10,2
U-575,Günther Heydemann,Tuva,"4,652",9,222,"[('54.27', '-26.60')]",1941,10,2
U-126,Ernst Bauer,Nailsea Manor,"4,926",0,224,"[('18.75', '-21.30')]",1941,10,10
U-75,Helmuth Ringelmann,HMS TLC-2 (A 2),372,0,0,"[('32.13', '24.93')]",1941,10,12
U-75,Helmuth Ringelmann,HMS TLC-7 (A 7),372,0,0,"[('32.13', '24.93')]",1941,10,12
U-83,Hans-Werner Kraus,Corte Real,"2,044",23,0,"[('38.85', '-11.30')]",1941,10,12
U-204,Walter Kell,Aingeru Guardakoa,97,14,0,"[('36.33', '-6.25')]",1941,10,14
U-206,Herbert Opitz,HMS Fleur de Lys (K 122),925,0,225,"[('36.00', '-6.50')]",1941,10,14
U-553,Karl Thurmann,Ila,"1,583",6,226,"[('53.57', '-29.95')]",1941,10,15
U-553,Karl Thurmann,Silvercedar,"4,354",0,226,"[('53.57', '-29.95')]",1941,10,15
U-558,Günther Krech,Vancouver Island,"9,472",19,0,"[('53.62', '-25.62')]",1941,10,15
U-568,Joachim Preuss,Empire Heron,"6,023",0,226,"[('54.92', '-27.25')]",1941,10,16
U-432,Heinz-Otto Schultze,Barfonn,"9,739",6,226,"[('56.97', '-25.07')]",1941,10,17
U-432,Heinz-Otto Schultze,Bold Venture,"3,222",15,226,"[('56.17', '-24.50')]",1941,10,17
U-432,Heinz-Otto Schultze,Evros,"5,283",8,226,"[('57.00', '-24.50')]",1941,10,17
U-553,Karl Thurmann,HMS Gladiolus (K 34),925,0,226,"[('57.00', '-25.00')]",1941,10,17
U-558,Günther Krech,Erviken,"6,595",6,226,"[('56.17', '-24.50')]",1941,10,17
U-558,Günther Krech,Rym,"1,369",6,226,"[('57.02', '-24.33')]",1941,10,17
U-558,Günther Krech,W.C. Teagle,"9,552",0,226,"[('57.00', '-25.00')]",1941,10,17
U-97,Udo Heilmann,Pass of Balmaha,758,0,227,"[('31.23', '28.83')]",1941,10,17
U-97,Udo Heilmann,Samos,"1,208",8,227,"[('31.23', '28.83')]",1941,10,17
U-101,Ernst Mengersen,HMS Broadwater (H 81),"1,190",0,226,"[('57.02', '-19.13')]",1941,10,18
U-132,Ernst Vogelsang,Argun,"3,487",26,0,"[('67.68', '41.05')]",1941,10,18
U-132,Ernst Vogelsang,SKR-11 (No 70),557,26,0,"[('67.55', '41.13')]",1941,10,18
U-126,Ernst Bauer,Lehigh,"4,983",25,0,"[('8.43', '-14.62')]",1941,10,19
U-204,Walter Kell,Inverlee,"9,158",0,0,"[('35.60', '-6.37')]",1941,10,19
U-206,Herbert Opitz,Baron Kelvin,"3,081",0,0,"[('35.95', '-5.90')]",1941,10,19
U-82,Siegfried Rollmann,Serbino,"4,099",0,228,"[('51.17', '-19.33')]",1941,10,21
U-82,Siegfried Rollmann,Treverbyn,"5,281",0,228,"[('51.00', '-19.00')]",1941,10,21
U-68,Karl-Friedrich Merten,Darkdale,"8,145",0,0,"[('-15.92', '-5.72')]",1941,10,22
U-563,Klaus Heinrich Bargsten,HMS Cossack (G 03),"1,870",0,229,"[('35.93', '-10.07')]",1941,10,24
U-564,Reinhard Suhren,Alhama,"1,352",0,229,"[('35.70', '-10.97')]",1941,10,24
U-564,Reinhard Suhren,Ariosto,"2,176",0,229,"[('36.33', '-10.83')]",1941,10,24
U-564,Reinhard Suhren,Carsbreck,"3,670",0,229,"[('36.33', '-10.83')]",1941,10,24
U-106,Hermann Rasch,King Malcolm,"5,120",0,230,"[('51.15', '-27.25')]",1941,10,28
U-432,Heinz-Otto Schultze,Ulea,"1,574",0,229,"[('41.28', '-21.67')]",1941,10,28
U-374,Unno von Fischel,Rose Schiaffino,"3,349",0,0,"[('47.95', '-50.58')]",1941,10,31
U-552,Erich Topp,USS Reuben James (DD 245),"1,190",25,232,"[('51.98', '-27.08')]",1941,10,31
U-96,Heinrich Lehmann-Willenbrock,Bennekom,"5,998",9,233,"[('51.33', '-23.67')]",1941,10,31
U-208,Alfred Schlieper,Larpool,"3,872",0,234,"[('45.75', '-49.75')]",1941,11,2
U-202,Hans-Heinz Linder,Flynderborg,"2,022",0,235,"[('51.35', '-51.75')]",1941,11,3
U-202,Hans-Heinz Linder,Gretavale,"4,586",0,235,"[('51.35', '-51.75')]",1941,11,3
U-203,Rolf Mützelburg,Empire Gemsbuck,"5,626",0,235,"[('52.30', '-53.08')]",1941,11,3
U-203,Rolf Mützelburg,Everoja,"4,830",0,235,"[('52.30', '-53.08')]",1941,11,3
U-74,Eitel-Friedrich Kentrat,Nottingham,"8,532",0,0,"[('53.40', '-31.85')]",1941,11,7
U-561,Robert Bartels,Meridian,"5,592",15,236,"[('52.83', '-33.33')]",1941,11,11
U-126,Ernst Bauer,Peru,"6,961",0,0,"[('1.50', '-13.33')]",1941,11,13
U-81,Friedrich Guggenberger,HMS Ark Royal (91),"22,600",0,0,"[('36.05', '-4.75')]",1941,11,13
U-561,Robert Bartels,Crusader,"2,939",15,236,"[('49.50', '-37.25')]",1941,11,14
U-752,Karl-Ernst Schroeter,T-889 (No 34),581,26,0,"[('67.50', '41.18')]",1941,11,15
U-124,Johann Mohr,HMS Dunedin (D 93),"4,850",0,0,"[('-3.00', '-26.00')]",1941,11,24
U-331,Hans-Diedrich Freiherr von Tiesenhausen,HMS Barham (04),"31,100",0,0,"[('32.57', '26.40')]",1941,11,25
U-559,Hans Heidtmann,HMAS Parramatta (L 44),"1,060",27,0,"[('32.33', '24.58')]",1941,11,27
U-43,Wolfgang Lüth,Thornliebank,"5,569",0,237,"[('41.83', '-29.80')]",1941,11,29
U-43,Wolfgang Lüth,Ashby,"4,868",0,237,"[('36.90', '-29.85')]",1941,11,30
U-557,Ottokar Arnold Paulssen,Fjord,"4,032",6,0,"[('36.35', '-5.17')]",1941,12,2
U-562,Horst Hamm,Grelhead,"4,274",0,0,"[('35.35', '-3.43')]",1941,12,2
U-124,Johann Mohr,Sagadahoc,"6,275",25,0,"[('-21.83', '-7.83')]",1941,12,3
U-131,Arend Baumann,Scottish Trader,"4,016",0,238,"[('58.00', '-19.50')]",1941,12,6
U-134,Rudolf Schendel,Steinbek,"2,185",12,0,"[('71.15', '29.42')]",1941,12,9
U-652,Georg-Werner Fraatz,Saint Denis,"1,595",3,0,"[('38.37', '3.50')]",1941,12,9
U-130,Ernst Kals,Kirnwood,"3,829",0,239,"[('56.95', '-16.58')]",1941,12,10
U-130,Ernst Kals,Kurdistan,"5,844",0,239,"[('56.95', '-16.60')]",1941,12,10
U-130,Ernst Kals,Star of Luxor,"5,298",20,239,"[('56.95', '-16.58')]",1941,12,10
U-374,Unno von Fischel,HMS Lady Shirley,477,0,0,"[('35.98', '-5.28')]",1941,12,11
U-374,Unno von Fischel,HMS Rosabelle,515,0,0,"[('35.98', '-5.28')]",1941,12,11
U-453,Egon Reiner Freiherr von Schlippenbach,Badalona,"4,202",14,0,"[('36.72', '-3.50')]",1941,12,13
U-108,Klaus Scholtz,Cassequel,"4,751",23,0,"[('35.13', '-11.23')]",1941,12,14
U-557,Ottokar Arnold Paulssen,HMS Galatea (71),"5,220",0,0,"[('31.28', '29.22')]",1941,12,15
U-77,Heinrich Schonder,Empire Barracuda,"4,972",0,0,"[('35.50', '-6.28')]",1941,12,15
U-108,Klaus Scholtz,Ruckinge,"2,869",0,240,"[('38.33', '-17.25')]",1941,12,19
U-574,Dietrich Gengelbach,HMS Stanley (I 73),"1,190",0,240,"[('38.20', '-17.38')]",1941,12,19
U-652,Georg-Werner Fraatz,Varlaam Avanesov,"6,557",26,0,"[('39.45', '26.08')]",1941,12,19
U-567,Engelbert Endrass,Annavore,"3,324",6,240,"[('43.92', '-19.83')]",1941,12,21
U-573,Heinrich Heinsohn,Hellen,"5,289",6,0,"[('35.68', '-5.17')]",1941,12,21
U-751,Gerhard Bigalk,HMS Audacity (D 10),"11,000",0,240,"[('43.75', '-19.90')]",1941,12,21
U-559,Hans Heidtmann,Shuntien,"3,059",0,241,"[('32.10', '24.77')]",1941,12,23
U-568,Joachim Preuss,HMS Salvia (K 97),925,0,241,"[('31.77', '28.00')]",1941,12,24
U-559,Hans Heidtmann,Warszawa,"2,487",28,242,"[('32.18', '24.73')]",1941,12,26
U-75,Helmuth Ringelmann,Volo,"1,587",0,243,"[('31.75', '26.80')]",1941,12,28
U-87,Joachim Berger,Cardita,"8,237",0,244,"[('59.30', '-12.83')]",1941,12,31
U-701,Horst Degen,Baron Erskine,"3,657",0,245,"[('57.45', '-32.60')]",1942,1,6
U-584,Joachim Deecke,M-175,206,26,0,"[('70.15', '32.83')]",1942,1,10
U-123,Reinhard Hardegen,Cyclops,"9,076",0,0,"[('41.85', '-63.80')]",1942,1,12
U-43,Wolfgang Lüth,Yngaren,"5,246",5,246,"[('57.00', '-26.00')]",1942,1,12
U-130,Ernst Kals,Friar Rock,"5,427",15,247,"[('45.50', '-50.67')]",1942,1,13
U-130,Ernst Kals,Frisco,"1,582",6,0,"[('44.83', '-60.33')]",1942,1,13
U-123,Reinhard Hardegen,Norness,"9,577",15,0,"[('40.47', '-70.83')]",1942,1,14
U-43,Wolfgang Lüth,Chepo,"5,707",15,248,"[('58.50', '-19.67')]",1942,1,14
U-43,Wolfgang Lüth,Empire Surf,"6,641",0,248,"[('58.70', '-19.27')]",1942,1,14
U-123,Reinhard Hardegen,Coimbra,"6,768",0,0,"[('40.42', '-72.35')]",1942,1,15
U-203,Rolf Mützelburg,Catalina,632,23,0,"[('47.05', '-52.75')]",1942,1,15
U-552,Erich Topp,Dayrose,"4,113",0,0,"[('46.53', '-53.00')]",1942,1,15
U-123,Reinhard Hardegen,Octavian,"1,345",6,0,"[('37.95', '-74.37')]",1942,1,17
U-133,Hermann Hesse,HMS Gurkha (G 63),"1,920",0,251,"[('31.83', '26.25')]",1942,1,17
U-454,Burckhard Hackländer,HMS Matabele (G 26),"1,870",0,252,"[('69.35', '35.45')]",1942,1,17
U-454,Burckhard Hackländer,RT-68 Enisej,557,26,0,"[('68.68', '38.97')]",1942,1,17
U-87,Joachim Berger,Nyholt,"8,087",6,249,"[('45.77', '-54.30')]",1942,1,17
U-552,Erich Topp,Frances Salman,"2,609",25,0,"[('46.55', '-53.08')]",1942,1,18
U-66,Richard Zapp,Allan Jackson,"6,635",25,0,"[('35.95', '-74.33')]",1942,1,18
U-86,Walter Schug,Dimitrios G. Thermiotis,"4,271",8,253,"[('48.00', '-51.75')]",1942,1,18
U-123,Reinhard Hardegen,Ciltvaira,"3,779",13,0,"[('35.42', '-75.38')]",1942,1,19
U-123,Reinhard Hardegen,City of Atlanta,"5,269",25,0,"[('35.70', '-75.35')]",1942,1,19
U-123,Reinhard Hardegen,Norvana,"2,677",25,0,"[('36.12', '-75.38')]",1942,1,19
U-581,Werner Pfeifer,HMS Rosemonde,364,0,0,"[('38.00', '-16.00')]",1942,1,19
U-66,Richard Zapp,Lady Hawkins,"7,988",19,0,"[('35.00', '-72.50')]",1942,1,19
U-552,Erich Topp,Maro,"3,838",8,254,"[('46.45', '-39.92')]",1942,1,20
U-130,Ernst Kals,Alexandra Høegh,"8,248",6,0,"[('40.88', '-65.93')]",1942,1,21
U-754,Hans Oestermann,Belize,"2,153",6,0,"[('47.35', '-52.13')]",1942,1,21
U-135,Friedrich-Hermann Praetorius,Gandia,"9,626",1,255,"[('45.00', '-41.00')]",1942,1,22
U-333,Peter-Erich Cremer,Vassilios A. Polemis,"3,429",8,254,"[('42.53', '-52.63')]",1942,1,22
U-553,Karl Thurmann,Innerøy,"8,260",6,0,"[('41.27', '-60.53')]",1942,1,22
U-588,Victor Vogel,Caledonian Monarch,"5,851",0,253,"[('58.65', '-7.60')]",1942,1,22
U-66,Richard Zapp,Olympic,"5,335",15,0,"[('34.05', '-75.30')]",1942,1,22
U-754,Hans Oestermann,William Hansen,"1,344",6,0,"[('45.93', '-52.78')]",1942,1,22
U-82,Siegfried Rollmann,Athelcrown,"11,999",0,255,"[('45.10', '-40.93')]",1942,1,22
U-109,Heinrich Bleichrodt,Thirlby,"4,887",0,256,"[('43.33', '-66.25')]",1942,1,23
U-82,Siegfried Rollmann,Leiesten,"6,118",6,255,"[('45.45', '-43.32')]",1942,1,23
U-106,Hermann Rasch,Empire Wildebeeste,"5,631",0,254,"[('39.50', '-59.90')]",1942,1,24
U-333,Peter-Erich Cremer,Ringstad,"4,765",6,248,"[('45.83', '-51.07')]",1942,1,24
U-66,Richard Zapp,Empire Gem,"8,139",0,0,"[('35.10', '-74.97')]",1942,1,24
U-66,Richard Zapp,Venore,"8,017",25,0,"[('34.83', '-75.33')]",1942,1,24
U-123,Reinhard Hardegen,Culebra,"3,044",0,254,"[('35.50', '-53.42')]",1942,1,25
U-130,Ernst Kals,Varanger,"9,305",6,0,"[('38.97', '-74.10')]",1942,1,25
U-754,Hans Oestermann,Mount Kitheron,"3,876",8,248,"[('47.53', '-52.52')]",1942,1,25
U-106,Hermann Rasch,Traveller,"3,963",0,0,"[('40.00', '-61.75')]",1942,1,26
U-125,Ulrich Folkers,West Ivis,"5,666",25,0,"[('35.05', '-73.17')]",1942,1,26
U-582,Werner Schulte,Refast,"5,189",0,255,"[('42.68', '-53.03')]",1942,1,26
U-123,Reinhard Hardegen,Pan Norway,"9,231",6,255,"[('35.93', '-50.45')]",1942,1,27
U-130,Ernst Kals,Francis E. Powell,"7,096",25,0,"[('38.08', '-74.88')]",1942,1,27
U-754,Hans Oestermann,Icarion,"4,013",8,254,"[('46.03', '-52.37')]",1942,1,27
U-132,Ernst Vogelsang,USCGC Alexander Hamilton (WPG 34),"2,216",25,257,"[('64.17', '-22.93')]",1942,1,29
U-431,Wilhelm Dommes,HMS Sotra,313,0,258,"[('32.12', '25.50')]",1942,1,29
U-106,Hermann Rasch,Rochester,"6,836",25,0,"[('37.17', '-73.97')]",1942,1,30
U-105,Heinrich Schuch,HMS Culver (Y 87),"1,546",0,259,"[('48.72', '-20.23')]",1942,1,31
U-107,Harald Gelhaus,San Arcadio,"7,419",0,0,"[('38.17', '-63.83')]",1942,1,31
U-333,Peter-Erich Cremer,Spreewald,"5,083",12,0,"[('45.20', '-24.83')]",1942,1,31
U-82,Siegfried Rollmann,HMS Belmont (H 46),"1,190",0,260,"[('42.03', '-57.30')]",1942,1,31
U-103,Werner Winter,W.L. Steed,"6,182",25,0,"[('38.42', '-72.72')]",1942,2,2
U-106,Hermann Rasch,Amerikaland,"15,355",5,0,"[('36.60', '-74.17')]",1942,2,3
U-103,Werner Winter,San Gil,"3,627",15,0,"[('38.08', '-74.67')]",1942,2,4
U-751,Gerhard Bigalk,Silveray,"4,535",0,248,"[('43.90', '-64.27')]",1942,2,4
U-103,Werner Winter,China Arrow,"8,403",25,0,"[('37.73', '-73.30')]",1942,2,5
U-103,Werner Winter,India Arrow,"8,327",25,0,"[('38.80', '-72.72')]",1942,2,5
U-109,Heinrich Bleichrodt,Montrolite,"11,309",19,0,"[('35.23', '-60.08')]",1942,2,5
U-136,Heinrich Zimmermann,HMS Arbutus (K 86),925,0,262,"[('55.08', '-19.72')]",1942,2,5
U-106,Hermann Rasch,Opawa,"10,354",0,0,"[('38.35', '-61.22')]",1942,2,6
U-107,Harald Gelhaus,Major Wheeler,"3,431",25,0,"[('34.65', '-73.03')]",1942,2,6
U-109,Heinrich Bleichrodt,Halcyon,"3,531",15,0,"[('34.33', '-59.27')]",1942,2,6
U-751,Gerhard Bigalk,Empire Sun,"6,952",0,0,"[('43.92', '-64.37')]",1942,2,7
U-108,Klaus Scholtz,Ocean Venture,"7,174",0,0,"[('37.08', '-74.77')]",1942,2,8
U-108,Klaus Scholtz,Tolosa,"1,974",6,0,"[('34.67', '-73.83')]",1942,2,9
U-654,Ludwig Forster,FFL Alysse (K 100),900,3,263,"[('46.37', '-43.70')]",1942,2,9
U-85,Eberhard Greger,Empire Fusilier,"5,408",0,263,"[('44.75', '-47.42')]",1942,2,9
U-136,Heinrich Zimmermann,Heina,"4,028",6,264,"[('56.17', '-21.12')]",1942,2,11
U-136,Heinrich Zimmermann,HMCS Spikenard (K 198),925,19,264,"[('56.17', '-21.12')]",1942,2,11
U-564,Reinhard Suhren,Victolite,"11,410",19,0,"[('36.20', '-67.23')]",1942,2,11
U-108,Klaus Scholtz,Blink,"2,701",6,0,"[('35.00', '-72.45')]",1942,2,12
U-576,Hans-Dieter Heinicke,Empire Spring,"6,946",0,262,"[('43.45', '-58.92')]",1942,2,14
U-432,Heinz-Otto Schultze,Buarque,"5,152",29,0,"[('36.58', '-75.33')]",1942,2,15
U-566,Dietrich Borchert,Meropi,"4,181",8,263,"[('44.23', '-62.68')]",1942,2,15
U-98,Robert Gysae,Biela,"5,298",0,265,"[('41.25', '-47.30')]",1942,2,15
U-108,Klaus Scholtz,Ramapo,"2,968",15,0,"[('35.17', '-65.83')]",1942,2,16
U-156,Werner Hartenstein,Oranjestad,"2,396",0,0,"[('12.42', '-69.92')]",1942,2,16
U-502,Jürgen von Rosenstiel,Monagas,"2,650",30,0,"[('12.05', '-70.42')]",1942,2,16
U-502,Jürgen von Rosenstiel,San Nicolas,"2,391",0,0,"[('12.02', '-70.50')]",1942,2,16
U-502,Jürgen von Rosenstiel,Tia Juana,"2,395",0,0,"[('11.83', '-70.50')]",1942,2,16
U-136,Heinrich Zimmermann,Empire Comet,"6,914",0,266,"[('58.15', '-13.80')]",1942,2,17
U-108,Klaus Scholtz,Somme,"5,265",0,265,"[('35.50', '-61.42')]",1942,2,18
U-432,Heinz-Otto Schultze,Olinda,"4,053",29,0,"[('37.50', '-75.00')]",1942,2,18
U-128,Ulrich Heyse,Pan Massachusetts,"8,202",25,0,"[('28.45', '-80.13')]",1942,2,19
U-432,Heinz-Otto Schultze,Miraflores,"2,158",0,0,"[('39.35', '-73.30')]",1942,2,19
U-96,Heinrich Lehmann-Willenbrock,Empire Seal,"7,965",0,0,"[('43.23', '-64.75')]",1942,2,19
U-129,Asmus Nicolai Clausen,Nordvangen,"2,400",6,0,"[('10.83', '-60.90')]",1942,2,20
U-156,Werner Hartenstein,Delplata,"5,127",25,0,"[('14.92', '-62.17')]",1942,2,20
U-96,Heinrich Lehmann-Willenbrock,Lake Osweya,"2,398",25,0,"[('43.23', '-64.75')]",1942,2,20
U-161,Albrecht Achilles,Circe Shell,"8,207",0,263,"[('11.05', '-62.05')]",1942,2,21
U-432,Heinz-Otto Schultze,Azalea City,"5,529",25,0,"[('38.00', '-73.00')]",1942,2,21
U-67,Günther Müller-Stöckheim,Kongsgaard,"9,467",6,0,"[('12.38', '-69.27')]",1942,2,21
U-128,Ulrich Heyse,Cities Service Empire,"8,103",25,0,"[('28.42', '-80.03')]",1942,2,22
U-155,Adolf Cornelius Piening,Adellen,"7,984",0,268,"[('49.33', '-38.25')]",1942,2,22
U-155,Adolf Cornelius Piening,Sama,"1,799",6,268,"[('25.07', '-79.75')]",1942,2,22
U-502,Jürgen von Rosenstiel,J.N. Pew,"9,033",25,0,"[('12.67', '-74.00')]",1942,2,22
U-504,Hans-Georg Friedrich Poske,Republic,"5,287",25,0,"[('27.08', '-80.08')]",1942,2,22
U-96,Heinrich Lehmann-Willenbrock,Torungen,"1,948",6,0,"[('44.00', '-63.50')]",1942,2,22
U-129,Asmus Nicolai Clausen,George L. Torian,"1,754",19,0,"[('9.22', '-59.07')]",1942,2,23
U-129,Asmus Nicolai Clausen,Lennox,"1,904",19,0,"[('77.75', '14.75')]",1942,2,23
U-129,Asmus Nicolai Clausen,West Zeda,"5,658",25,0,"[('9.22', '-59.07')]",1942,2,23
U-161,Albrecht Achilles,Lihue,"7,001",25,0,"[('14.50', '-64.75')]",1942,2,23
U-504,Hans-Georg Friedrich Poske,W.D. Anderson,"10,227",25,0,"[('27.15', '-79.93')]",1942,2,23
U-158,Erwin Rostin,Empire Celt,"8,032",0,268,"[('43.83', '-43.63')]",1942,2,24
U-162,Jürgen Wattenberg,White Crest,"4,365",0,268,"[('47.75', '-38.25')]",1942,2,24
U-558,Günther Krech,Eidanger,"9,432",6,268,"[('44.18', '-43.42')]",1942,2,24
U-558,Günther Krech,Inverarder,"5,578",0,268,"[('44.57', '-42.62')]",1942,2,24
U-587,Ulrich Borcherdt,Anadara,"8,009",0,268,"[('43.95', '-44.75')]",1942,2,24
U-94,Otto Ites,Empire Hail,"7,005",0,269,"[('44.80', '-40.35')]",1942,2,24
U-156,Werner Hartenstein,La Carriere,"5,685",0,0,"[('16.88', '-67.08')]",1942,2,25
U-504,Hans-Georg Friedrich Poske,Mamura,"8,245",9,0,"[('29.00', '-76.33')]",1942,2,26
U-156,Werner Hartenstein,Macgregor,"2,498",0,0,"[('19.85', '-69.72')]",1942,2,27
U-432,Heinz-Otto Schultze,Marore,"8,215",25,0,"[('35.55', '-74.97')]",1942,2,27
U-578,Ernst-August Rehwinkel,R.P. Resor,"7,451",25,0,"[('39.78', '-73.43')]",1942,2,27
U-129,Asmus Nicolai Clausen,Bayou,"2,605",15,0,"[('8.13', '-55.23')]",1942,2,28
U-156,Werner Hartenstein,Oregon,"7,017",25,0,"[('57.08', '-22.68')]",1942,2,28
U-578,Ernst-August Rehwinkel,USS Jacob Jones (DD 130),"1,090",25,0,"[('38.62', '-74.53')]",1942,2,28
U-653,Gerhard Feiler,Leif,"1,582",6,0,"[('34.75', '-69.33')]",1942,2,28
U-436,Günther Seibicke,RT-19 Komintern,577,26,0,"[('69.35', '35.50')]",1942,3,1
U-588,Victor Vogel,Carperby,"4,890",0,269,"[('39.95', '-55.67')]",1942,3,1
U-126,Ernst Bauer,Gunny,"2,362",6,0,"[('27.15', '-66.55')]",1942,3,2
U-129,Asmus Nicolai Clausen,Mary,"5,104",25,0,"[('8.42', '-52.83')]",1942,3,3
U-68,Karl-Friedrich Merten,Helenus,"7,366",0,0,"[('6.02', '-12.03')]",1942,3,3
U-126,Ernst Bauer,Mariana,"3,110",25,0,"[('22.23', '-71.38')]",1942,3,5
U-128,Ulrich Heyse,O.A. Knudsen,"11,007",6,0,"[('26.28', '-75.83')]",1942,3,5
U-404,Otto von Bülow,Collamer,"5,112",25,270,"[('44.32', '-63.15')]",1942,3,5
U-505,Axel-Olaf Loewe,Benmohr,"5,920",0,0,"[('6.08', '-14.25')]",1942,3,5
U-505,Axel-Olaf Loewe,Sydhav,"7,587",6,0,"[('4.78', '-14.95')]",1942,3,6
U-587,Ulrich Borcherdt,Hans Egede,900,31,0,"[('46.00', '-55.50')]",1942,3,6
U-701,Horst Degen,Rononia,213,0,0,"[('61.05', '-13.37')]",1942,3,6
U-126,Ernst Bauer,Barbara,"4,637",25,0,"[('20.17', '-73.08')]",1942,3,7
U-126,Ernst Bauer,Cardonia,"5,104",25,0,"[('19.88', '-73.45')]",1942,3,7
U-129,Asmus Nicolai Clausen,Steel Age,"6,188",25,0,"[('6.75', '-53.25')]",1942,3,7
U-155,Adolf Cornelius Piening,Arabutan,"7,874",29,0,"[('35.25', '-73.92')]",1942,3,7
U-161,Albrecht Achilles,Uniwaleco,"9,755",32,0,"[('13.38', '-62.07')]",1942,3,7
U-701,Horst Degen,Nyggjaberg,349,22,0,"[('63.15', '-13.37')]",1942,3,7
U-569,Hans-Peter Hinsch,Hengist,984,0,0,"[('59.52', '-10.25')]",1942,3,8
U-587,Ulrich Borcherdt,HMS Northern Princess (4.06),655,0,0,"[('45.37', '-55.98')]",1942,3,8
U-68,Karl-Friedrich Merten,Baluchistan,"6,992",0,0,"[('4.22', '-8.53')]",1942,3,8
U-126,Ernst Bauer,Hanseat,"8,241",15,0,"[('20.42', '-74.12')]",1942,3,9
U-701,Horst Degen,HMS Notts County (FY 250),541,0,0,"[('63.17', '-13.27')]",1942,3,9
U-94,Otto Ites,Cayrú,"5,152",29,0,"[('39.17', '-72.03')]",1942,3,9
U-96,Heinrich Lehmann-Willenbrock,Tyr,"4,265",6,0,"[('43.67', '-61.17')]",1942,3,9
U-588,Victor Vogel,Gulftrade,"6,776",25,0,"[('39.83', '-73.87')]",1942,3,10
U-158,Erwin Rostin,Caribsea,"2,609",25,0,"[('34.60', '-76.32')]",1942,3,11
U-565,Johann Jebsen,HMS Naiad (93),"5,450",0,0,"[('32.02', '26.33')]",1942,3,11
U-701,Horst Degen,HMS Stella Capella (FY 107),507,0,0,"[('64.80', '-13.33')]",1942,3,11
U-94,Otto Ites,Hvoslef,"1,630",6,0,"[('38.45', '-74.90')]",1942,3,11
U-126,Ernst Bauer,Olga,"2,496",25,0,"[('21.53', '-76.40')]",1942,3,12
U-126,Ernst Bauer,Texan,"7,005",25,0,"[('21.57', '-76.47')]",1942,3,12
U-578,Ernst-August Rehwinkel,Ingerto,"3,089",6,272,"[('41.55', '-51.03')]",1942,3,12
U-158,Erwin Rostin,John D. Gill,"11,641",25,0,"[('33.92', '-77.65')]",1942,3,13
U-332,Johannes Liebe,Albert F. Paul,735,25,0,"[('36.00', '-72.00')]",1942,3,13
U-332,Johannes Liebe,Trepca,"5,042",11,0,"[('37.00', '-73.42')]",1942,3,13
U-404,Otto von Bülow,Tolten,"1,858",33,0,"[('40.17', '-73.83')]",1942,3,13
U-124,Johann Mohr,British Resource,"7,209",0,0,"[('36.07', '-65.63')]",1942,3,14
U-161,Albrecht Achilles,Sarniadoc,"1,940",19,0,"[('15.75', '-65.00')]",1942,3,14
U-404,Otto von Bülow,Lemuel Burrows,"7,610",25,0,"[('39.35', '-74.22')]",1942,3,14
U-67,Günther Müller-Stöckheim,Penelope,"8,436",15,0,"[('15.00', '-64.33')]",1942,3,14
U-158,Erwin Rostin,Ario,"6,952",25,0,"[('34.62', '-76.33')]",1942,3,15
U-161,Albrecht Achilles,USCGC Acacia (WAGL 200),"1,130",25,0,"[('16.28', '-63.73')]",1942,3,15
